show_id,type,title,director,cast,country,date_added,Year,Month,release_year,rating,duration_number,duration_type,listed_in
s5274,Movie,Ghost of the Mountains,Ben Wallis,Antoine Fuqua,United States,13-09-2017,2017,9,2017,G,78,min,"Children & Family Movies, Documentaries"
s5277,Movie,Jeff Dunham: Relative Disaster,Michael Simon,Jeff Dunham,United States,12-09-2017,2017,9,2017,TV-MA,71,min,Stand-Up Comedy
s5278,Movie,#realityhigh,Fernando Lebrija,"Nesta Cooper, Kate Walsh, John Michael Higgins, Keith Powers, Alicia Sanz, Jake Borelli, Kid Ink, Yousef Erakat, Rebekah Graf, Anne Winters, Peter Gilroy, Patrick Davis",United States,08-09-2017,2017,9,2017,TV-14,99,min,Comedies
s5280,Movie,Fabrizio Copano: Solo pienso en mi,"Rodrigo Toro, Francisco Schultz",Fabrizio Copano,Chile,08-09-2017,2017,9,2017,TV-MA,60,min,Stand-Up Comedy
s5283,Movie,Carrie Pilby,Susan Johnson,"Bel Powley, Nathan Lane, Vanessa Bayer, Gabriel Byrne, Jason Ritter, Colin O'Donoghue, William Moseley, Desmin Borges",United States,05-09-2017,2017,9,2016,TV-MA,98,min,"Comedies, Dramas"
s5284,Movie,Marc Maron: Too Real,Lynn Shelton,Marc Maron,United States,05-09-2017,2017,9,2017,TV-MA,70,min,Stand-Up Comedy
s5291,Movie,Aakhri Adaalat,Rajiv Mehra,"Vinod Khanna, Dimple Kapadia, Jackie Shroff, Sonam, Vinod Mehra, Shafi Inamdar, Gulshan Grover, Roopesh Kumar",India,01-09-2017,2017,9,1988,TV-14,148,min,"Action & Adventure, International Movies"
s5293,Movie,Berserk: The Golden Age Arc II - The Battle for Doldrey,Toshiyuki Kubooka,"Hiroaki Iwanaga, Takahiro Sakurai, Toa Yukinari, Yuki Kaji, Minako Kotobuki, Takahiro Fujiwara, Yoshiro Matsumoto, Kazuki Yao, Aki Toyosaki, Rikiya Koyama, Kenta Miyake, Nobuyuki Katsube, Houchu Ohtsuka, Takayuki Sugo",Japan,01-09-2017,2017,9,2012,TV-MA,92,min,"Action & Adventure, Anime Features, International Movies"
s5294,Movie,Berserk: The Golden Age Arc III - The Advent,Toshiyuki Kubooka,"Hiroaki Iwanaga, Takahiro Sakurai, Toa Yukinari, Yuki Kaji, Yoshiro Matsumoto, Minako Kotobuki, Takahiro Fujiwara, Kazuki Yao, Yuichi Nakamura, Aki Toyosaki, Akio Otsuka",Japan,01-09-2017,2017,9,2013,TV-MA,107,min,"Action & Adventure, Anime Features, International Movies"
s5295,Movie,Brother's Shadow,Todd S. Yellin,"Scott Cohen, Judd Hirsch, Susan Floyd, Elliot Korte, Ruben Santiago-Hudson, James Murtaugh, Ato Essandoh, Toby Poser, Diane Kagan, John Di Benedetto, Jerry Matz, Lisa Emery",United States,01-09-2017,2017,9,2006,TV-MA,90,min,"Dramas, Independent Movies"
s5297,Movie,Ek Jaan Hain Hum,Rajiv Mehra,"Rajiv Kapoor, Divya Rana, Shammi Kapoor, Tanuja, Kiran Vairale, Rakesh Bedi, Gulshan Grover, Monty Sharma",India,01-09-2017,2017,9,1983,TV-14,151,min,"Dramas, International Movies, Music & Musicals"
s5301,Movie,Khoon Khoon,Mohammed Hussain,"Danny Denzongpa, Mahendra Sandhu, Rekha, Faryal, Helen, Jagdeep",India,01-09-2017,2017,9,1973,TV-14,132,min,"Action & Adventure, International Movies"
s5303,Movie,Little Evil,Eli Craig,"Adam Scott, Evangeline Lilly, Bridget Everett, Owen Atlas, Chris D'Elia, Donald Faison, Clancy Brown, Tyler Labine, Kyle Bornheimer, Carla Gallo, Brad Williams, Sally Field",United States,01-09-2017,2017,9,2017,TV-MA,95,min,"Comedies, Horror Movies"
s5304,Movie,Manoranjan,Shammi Kapoor,"Sanjeev Kumar, Zeenat Aman, Shammi Kapoor, Dev Kumar, Madan Puri, Paintal, Asit Kumar Sen, Agha, Murad, Shefali",India,01-09-2017,2017,9,1974,TV-14,162,min,"Comedies, International Movies, Music & Musicals"
s5305,Movie,Mujrim,Umesh Mehra,"Mithun Chakraborty, Madhuri Dixit, Suresh Oberoi, Shakti Kapoor, Pallavi Joshi, Gulshan Grover, Amrish Puri, Nutan, Jagdeep, Sharat Saxena",India,01-09-2017,2017,9,1989,TV-14,163,min,"Action & Adventure, Dramas, International Movies"
s5307,Movie,Offline - Das leben ist kein bonuslevel,Florian Schnell,"Moritz Jahn, Mala Emde, Ugur Ekeroglu, David Schütter, Hannes Wegener, Yung Ngo, Kida Khodr Ramadan",Germany,01-09-2017,2017,9,2016,TV-MA,89,min,"Action & Adventure, Comedies, International Movies"
s5309,Movie,Rocco,"Thierry Demaizière, Alban Teurlai",Rocco Siffredi,France,01-09-2017,2017,9,2016,TV-MA,103,min,"Documentaries, International Movies"
s5310,Movie,Sohni Mahiwal,"Latif Faiziyev, Umesh Mehra","Zeenat Aman, Pran, Tanuja, Poonam Dhillon","India, Soviet Union",01-09-2017,2017,9,1984,TV-14,160,min,"Dramas, International Movies, Romantic Movies"
s5311,Movie,The Distinguished Citizen,"Gastón Duprat, Mariano Cohn","Oscar Martínez, Dady Brieva, Andrea Frigerio, Nora Navas, Manuel Vicente, Belén Chavanne, Marcelo D'Andrea, Gustavo Garzón","Argentina, Spain",01-09-2017,2017,9,2016,TV-MA,113,min,"Comedies, Dramas, International Movies"
s5312,Movie,The Guardian Brothers,Gary Wang,"Edward Norton, Dan Fogler, Mike Birbiglia, Bella Thorne, Randall Park, Mel Brooks, Nicole Kidman, Meryl Streep",China,01-09-2017,2017,9,2016,TV-G,86,min,"Children & Family Movies, Comedies"
s5313,Movie,The Last Shaman,Raz Degan,James Freeman,"United Kingdom, Italy, Israel, Peru, United States",01-09-2017,2017,9,2016,TV-14,83,min,"Documentaries, International Movies"
s5314,Movie,The Lost Brother,Israel Adrián Caetano,"Leonardo Sbaraglia, Daniel Hendler, Ángela Molina, Alián Devetac, Pablo Cedrón, Alejandra Flechner","Argentina, Uruguay, Spain, France",01-09-2017,2017,9,2017,TV-MA,113,min,"Dramas, International Movies"
s5315,Movie,Todo Sobre El Asado,"Mariano Cohn, Gastón Duprat",El Negro Álvarez,Argentina,01-09-2017,2017,9,2016,TV-MA,86,min,"Documentaries, International Movies"
s5316,Movie,Ryan Hamilton: Happy Face,Marcus Raboy,Ryan Hamilton,United States,29-08-2017,2017,8,2017,TV-14,57,min,Stand-Up Comedy
s5317,Movie,Buster's Mal Heart,Sarah Adina Smith,"Rami Malek, DJ Qualls, Kate Lyn Sheil, Sukha Belle Potter, Toby Huss, Lin Shaye, Mark Kelly, Bruce Bundy, Teresa Yenque, Sandra Ellis Lafferty, Nicholas Pryor",United States,26-08-2017,2017,8,2016,TV-MA,98,min,"Independent Movies, Thrillers"
s5318,Movie,Berlin Syndrome,Cate Shortland,"Matthias Habich, Max Riemelt, Teresa Palmer, Lucie Aron, Emma Bading",Australia,25-08-2017,2017,8,2017,R,116,min,"International Movies, Thrillers"
s5319,Movie,Death Note,Adam Wingard,"Willem Dafoe, Nat Wolff, Lakeith Stanfield, Margaret Qualley, Shea Whigham, Paul Nakauchi, Jason Liles",United States,25-08-2017,2017,8,2017,TV-MA,100,min,"Horror Movies, Thrillers"
s5320,Movie,Lynne Koplitz: Hormonal Beast,Marcus Raboy,Lynne Koplitz,United States,22-08-2017,2017,8,2017,TV-MA,51,min,Stand-Up Comedy
s5323,Movie,Undefeated,"Daniel Lindsay, T.J. Martin","Montrail 'Money' Brown, O.C. Brown, Bill Courtney, Chavis Daniels",United States,18-08-2017,2017,8,2011,PG-13,113,min,"Documentaries, Sports Movies"
s5324,Movie,What Happened to Monday,Tommy Wirkola,"Noomi Rapace, Willem Dafoe, Glenn Close, Marwan Kenzari, Christian Rubeck, Pål Sverre Hagen, Tomiwa Edun, Cassie Clare, Cameron Jack, Clara Read, Robert Wagner","United Kingdom, France, United States, Belgium",18-08-2017,2017,8,2017,TV-MA,124,min,"Action & Adventure, Sci-Fi & Fantasy"
s5326,Movie,Brad Paisley's Comedy Rodeo,Jay Chapman,"Brad Paisley, Nate Bargatze, John Heffron, Jon Reep, Sarah Tiana, Mike E. Winfield",United States,15-08-2017,2017,8,2017,TV-MA,63,min,"Music & Musicals, Stand-Up Comedy"
s5327,Movie,Colin Quinn: Unconstitutional,Jay Chapman,Colin Quinn,United States,15-08-2017,2017,8,2015,TV-MA,56,min,Stand-Up Comedy
s5329,Movie,The Outcasts,Peter Hutchings,"Victoria Justice, Eden Sher, Ashley Rickards, Claudia Lee, Katie Chang, Peyton List, Jazmyn Richardson, Avan Jogia, Will Peltz",United States,14-08-2017,2017,8,2017,TV-14,94,min,Comedies
s5330,Movie,Chocolate City: Vegas Strip,Jean-Claude La Marre,"Robert Ri'chard, Darrin Dewitt Henson, Ginuwine, Gilbert Saldivar, Keith Carlos, Michael Bolwaire, Willie Taylor, Michael Jai White, Vivica A. Fox, Mekhi Phifer",United States,12-08-2017,2017,8,2017,TV-MA,90,min,Dramas
s5331,Movie,Los Herederos,Jorge Hernandez Aldana,"Máximo Hollander, Sebastián Aguirre, Úrsula Pruneda, Rodrigo Mendoza, Germán Bracco, Tomás Manterola, Regina Soto, Diego Velázquez, Mónica Del Carmen, José Egüez, Pablo Cruz",Mexico,12-08-2017,2017,8,2015,TV-MA,71,min,"Dramas, International Movies"
s5332,Movie,Naked,Michael Tiddes,"Marlon Wayans, Regina Hall, Dennis Haysbert, Loretta Devine, Eliza Coupe, Scott Foley, J.T. Jackson, Brian McKnight, Cory Hardrict, Neil Brown Jr., David Sheridan, Minka Kelly",United States,11-08-2017,2017,8,2017,TV-14,97,min,"Comedies, Romantic Movies"
s5333,Movie,Demonic,Will Canon,"Maria Bello, Frank Grillo, Cody Horn, Dustin Milligan, Megan Park, Scott Mechlowicz, Aaron Yoo, Alex Goode, Terence Rosemore, Jesse Steccato",United States,10-08-2017,2017,8,2015,R,83,min,"Horror Movies, Independent Movies"
s5334,Movie,The Saint,Ernie Barbarash,"Adam Rayner, Eliza Dushku, Ian Ogilvy, James Remar, Roger Moore, Enrique Murciano, Thomas Kretschmann, Beatrice Rosen, Greg Grunberg, Yani Gellman",United States,10-08-2017,2017,8,2017,TV-14,92,min,Action & Adventure
s5335,Movie,Baahubali 2: The Conclusion (Hindi Version),S.S. Rajamouli,"Prabhas, Rana Daggubati, Anushka Shetty, Tamannaah Bhatia, Sathyaraj, Ramya Krishnan, Nassar, Subbaraju",India,07-08-2017,2017,8,2017,TV-MA,165,min,"Action & Adventure, Dramas, International Movies"
s5338,Movie,Baahubali: The Beginning (Hindi Version),S.S. Rajamouli,"Prabhas, Rana Daggubati, Anushka Shetty, Tamannaah Bhatia, Sathyaraj, Nassar, Ramya Krishnan, Sudeep",India,07-08-2017,2017,8,2015,TV-14,159,min,"Action & Adventure, Dramas, International Movies"
s5341,Movie,LEGO Marvel Super Heroes: Avengers Reassembled!,Rob Silvestri,"Laura Bailey, Troy Baker, Eric Bauza, Ben Diskin, Grant George, JP Karliak, Jim Meskimen, Bumper Robinson, Roger Craig Smith, Fred Tatasciore, Travis Willingham, Mick Wingert",United States,06-08-2017,2017,8,2015,TV-Y7,22,min,Children & Family Movies
s5342,Movie,Enter the Warriors Gate,Matthias Hoene,"Jeff Daniels, Jack O'Connell, Michelle Dockery, Scoot McNairy, Merritt Wever, Thomas Brodie-Sangster, Francis Ng, Ni Ni","France, Canada, China, Cambodia",05-08-2017,2017,8,2016,PG-13,105,min,"Action & Adventure, International Movies, Sci-Fi & Fantasy"
s5343,Movie,Alan Saldaña: Mi vida de pobre,"Raúl Campos, Jan Suter",Alan Saldaña,Mexico,04-08-2017,2017,8,2017,TV-MA,54,min,Stand-Up Comedy
s5344,Movie,Icarus,Bryan Fogel,"Bryan Fogel, Grigory Rodchenkov",United States,04-08-2017,2017,8,2017,TV-MA,121,min,"Documentaries, Sports Movies"
s5345,Movie,Message from the King,Fabrice Du Welz,"Chadwick Boseman, Luke Evans, Teresa Palmer, Alfred Molina, Natalie Martinez, Tom Felton, Dale Dickey, Sibongile Mlambo","United Kingdom, France, Belgium, United States",04-08-2017,2017,8,2017,R,103,min,"Independent Movies, Thrillers"
s5347,Movie,The Invisible Guardian,Fernando González Molina,"Marta Etura, Elvira Mínguez, Francesc Orella, Itziar Aizpuru, Nene, Miquel Fernández, Pedro Casablanc, Colin McFarlane, Benn Northover","Spain, Germany",03-08-2017,2017,8,2017,TV-MA,129,min,"International Movies, Thrillers"
s5352,Movie,Handsome Devil,John Butler,"Fionn O'Shea, Nicholas Galitzine, Andrew Scott, Michael McElhatton, Moe Dunford, Ruairí O'Connor, Jay Duffy, Mark Lavery, Jamie Hallahan, Ardal O'Hanlon, Amy Huberman",Ireland,01-08-2017,2017,8,2016,TV-MA,95,min,"Comedies, Dramas, International Movies"
s5354,Movie,Jessica Darling's It List,Ali Scher,"Chloe East, Emma Rayne Lyle, Jane Widdop, Jane Sibbett, Eric Lutes, Blair Fowler, Ashley Liao, Eva Bella, Kimrie Lewis-Davis, Abraham Benrubi",United States,01-08-2017,2017,8,2016,TV-Y,80,min,"Children & Family Movies, Comedies"
s5359,Movie,Opening Night,Isaac Rentz,"Topher Grace, Alona Tal, Anne Heche, Taye Diggs, Rob Riggle, Paul Scheer, J.C. Chasez, Lauren Lapkus, Lesli Margherita, Brian Huskey",United States,01-08-2017,2017,8,2016,TV-MA,84,min,"Comedies, Independent Movies, Music & Musicals"
s5360,Movie,Raising the Bar,Clay Glen,"Kelli Berglund, Lili Karamalikis, Tess Fowler, Emily Morris, Peta Shannon, Adam Tuominen, Caetlyn Collins, Jack Tomich, Isabelle Andary-Geslin, Rachel D'Sena",Australia,01-08-2017,2017,8,2016,TV-Y,97,min,"Children & Family Movies, Dramas, Sports Movies"
s5362,Movie,The Blind Christ,Christopher Murray,"Michael Silva, Bastián Inostroza, Ana María Henríquez, Mauricio Pinto, Pedro Godoy, Hermelinda Cayo, Héctor Mella, Gonzalo Villalobos, Noelia Rubio","Chile, France",01-08-2017,2017,8,2016,TV-MA,86,min,"Dramas, Independent Movies, International Movies"
s5365,Movie,Un plus une,Claude Lelouch,"Jean Dujardin, Elsa Zylberstein, Christopher Lambert, Alice Pol, Rahul Vohra, Shriya Pilgaonkar, Abhishek Krishnan, Venantino Venantini, Amma, Kalki Koechlin",France,01-08-2017,2017,8,2015,TV-MA,114,min,"Comedies, Dramas, International Movies"
s5369,Movie,The Incredible Jessica James,Jim Strouse,"Jessica Williams, Chris O'Dowd, Lakeith Stanfield, Noël Wells, Taliyah Whitaker, Zabryna Guevara, Sarah Jones, Will Stephen, Susan Heyward, Megan Ketch",United States,28-07-2017,2017,7,2017,TV-MA,84,min,"Comedies, Independent Movies, Romantic Movies"
s5370,Movie,Joe Mande’s Award-Winning Comedy Special,Daniel Gray Longino,Joe Mande,United States,25-07-2017,2017,7,2017,TV-MA,67,min,Stand-Up Comedy
s5372,Movie,Aditi Mittal: Things They Wouldn't Let Me Say,Fazila Allana,Aditi Mittal,India,18-07-2017,2017,7,2017,TV-MA,63,min,Stand-Up Comedy
s5373,TV Show,Ari Shaffir: Double Negative,Eric Abrams,Ari Shaffir,United States,18-07-2017,2017,7,2017,TV-MA,1,Season,Stand-Up Comedy & Talk Shows
s5374,Movie,Uncertain Glory,Agustí Villaronga,"Marcel Borràs, Bruna Cusí, Nuria Prims, Oriol Pla, Luisa Gavasa, Terele Pávez, Fernando Esteso, Juan Diego, Roger Casamajor, Jorge Usón",Spain,17-07-2017,2017,7,2017,TV-MA,116,min,"Dramas, International Movies"
s5375,Movie,Amar,Esteban Crespo,"María Pedraza, Pol Monen, Natalia Tena, Nacho Fresneda, Greta Fernández, Gustavo Salmerón, Celso Bugallo, Sonia Almarcha, Marta Belenguer",Spain,15-07-2017,2017,7,2017,TV-MA,104,min,"Dramas, International Movies, Romantic Movies"
s5376,Movie,Buddy Thunderstruck: The Maybe Pile,Harry Chaskin,"Brian Atkinson, Ted Raimi, Harry Chaskin, Debi Derryberry, Philip Maurice Hayes, Leigh Kelly, J.D. Ryznar, Nick Shakoour, Ryan Wiesbrock, Clark Wiesbrock",United States,14-07-2017,2017,7,2017,TV-Y7,14,min,"Children & Family Movies, Comedies"
s5378,Movie,To the Bone,Marti Noxon,"Lily Collins, Keanu Reeves, Carrie Preston, Lili Taylor, Alex Sharp, Liana Liberato, Brooke Smith, Leslie Bibb, Kathryn Prescott",United States,14-07-2017,2017,7,2017,TV-MA,108,min,"Dramas, Independent Movies"
s5379,Movie,D.L. Hughley: Clear,Jay Chapman,D.L. Hughley,United States,13-07-2017,2017,7,2014,TV-MA,59,min,Stand-Up Comedy
s5380,Movie,Tom Segura: Completely Normal,Jay Chapman,Tom Segura,United States,13-07-2017,2017,7,2014,TV-MA,74,min,Stand-Up Comedy
s5382,TV Show,Degrassi: Next Class,Stefan Brogren,"Amanda Arcuri, Amir Bageria, Soma Bhatia, Jamie Bloch, Stefan Brogren, Chelsea Clark, Reiya Downs, Ana Golja, Nikki Gould, Ricardo Hoyos, Ehren Kassam, Andre Kim, Lyle Lettau, Spencer MacPherson, Eric Osborne, Dante Scott, Olivia Scriven, Sara Waisglass, Richard Walters",Canada,07-07-2017,2017,7,2017,TV-14,4,Seasons,"International TV Shows, TV Dramas, Teen TV Shows"
s5386,Movie,Take Me,Pat Healy,"Taylor Schilling, Pat Healy, Alycia Delmore, Jim O'Heir, Brooke Dillman, Mark Kelly, Toby Huss, Alejandro Patiño",United States,07-07-2017,2017,7,2017,TV-MA,84,min,"Comedies, Independent Movies"
s5388,Movie,10 jours en or,Nicolas Brossette,"Franck Dubosc, Claude Rich, Marie Kremer, Mathis Touré, Rufus, Olivier Claverie",France,01-07-2017,2017,7,2012,TV-14,97,min,"Comedies, Dramas, International Movies"
s5389,TV Show,46,Serdar Akar,"Erdal Beşikçioğlu, Yasemin Allen, Melis Birkan, Saygın Soysal, Berkan Şal, Metin Belgin, Ayça Eren, Selin Uludoğan, Özay Fecht, Suna Yıldızoğlu",Turkey,01-07-2017,2017,7,2016,TV-MA,1,Season,"International TV Shows, TV Dramas, TV Mysteries"
s5390,Movie,A 2nd Chance,Clay Glen,"Nina Pearce, Adam Tuominen, Emily Morris, Amy Handley, Carmel Johnson, Alanah Gilbert, Hapi Murphy, Lilly Blacker, Julie Kay Lumasag, Elysia Markou",Australia,01-07-2017,2017,7,2011,PG,95,min,"Children & Family Movies, Dramas, Sports Movies"
s5392,Movie,Amrapali,Lekh Tandon,"Vyjayantimala, Sunil Dutt, Prem Nath, Bipin Gupta, Gajanan Jagirdar, Zul Vellani, K.N. Singh, Randhir",India,01-07-2017,2017,7,1966,TV-PG,116,min,"Dramas, International Movies, Music & Musicals"
s5395,Movie,Hans Teeuwen: Real Rancour,Doesjka van Hoogdalem,Hans Teeuwen,Netherlands,01-07-2017,2017,7,2018,TV-MA,86,min,Stand-Up Comedy
s5397,Movie,Lal Patthar,Sushil Majumdar,"Raaj Kumar, Hema Malini, Rakhee Gulzar, Vinod Mehra, Asit Kumar Sen, Paintal, Dulari, Chandramohan, Sujata Bakshi, Meena T.",India,01-07-2017,2017,7,1971,TV-14,153,min,"Classic Movies, Dramas, International Movies"
s5399,Movie,Liar's Dice,Geetu Mohandas,"Nawazuddin Siddiqui, Geetanjali Thapa, Manya Gupta, Murari Kumar",India,01-07-2017,2017,7,2013,TV-MA,104,min,"Dramas, Independent Movies, International Movies"
s5401,Movie,Professor,Lekh Tandon,"Shammi Kapoor, Kalpana, Lalita Pawar, Parveen Choudhary, Salim, Pratima Devi, Rashid Khan, Bir Sakuja, Bela Bose, Ratnamala",India,01-07-2017,2017,7,1962,TV-PG,163,min,"Comedies, Dramas, International Movies"
s5403,Movie,The Invisible Guest,Paulo Oriol,"Mario Casas, Ana Wagener, José Coronado, Bárbara Lennie, Francesc Orella, Paco Tous, David Selvas",Spain,01-07-2017,2017,7,2016,TV-14,106,min,"International Movies, Thrillers"
s5409,Movie,Yaar Gaddar,Umesh Mehra,"Mithun Chakraborty, Saif Ali Khan, Somy Ali, Prem Chopra, Gulshan Grover, Puneet Issar, Himani Shivpuri, Johnny Lever, Yunus Parvez, Umesh Shukla",India,01-07-2017,2017,7,1994,TV-14,148,min,"Dramas, International Movies"
s5412,Movie,Zipi & Zape y la Isla del Capitan,Oskar Santos,"Teo Planell, Toni Gómez, Elena Anaya, Iria Castellano, Máximo Pastor, Ana Blanco de Córdova, Fermí Reixach, Jorge Bosch, Carolina Lapausa, Goizalde Núñez, Juan Codina",Spain,01-07-2017,2017,7,2016,TV-PG,105,min,"Children & Family Movies, Comedies"
s5416,Movie,Okja,Bong Joon Ho,"Tilda Swinton, Jake Gyllenhaal, An Seo Hyun, Paul Dano, Steven Yeun, Byun Heebong, Lily Collins, Yoon Je Moon, Shirley Henderson, Daniel Henshall, Devon Bostick, Woo Shik Choi, Giancarlo Esposito","South Korea, United States",28-06-2017,2017,6,2017,TV-MA,121,min,"Action & Adventure, Comedies, Dramas"
s5417,Movie,Chris D'Elia: Man on Fire,Bill D'Elia,Chris D'Elia,United States,27-06-2017,2017,6,2017,TV-MA,66,min,Stand-Up Comedy
s5418,Movie,I Am Michael,Justin Kelly,"James Franco, Zachary Quinto, Emma Roberts, Charlie Carver, Avan Jogia, Daryl Hannah, Lesley Ann Warren, Jefferson Mays, Jan Maxwell, Ahna O'Reilly",United States,26-06-2017,2017,6,2015,TV-MA,102,min,"Dramas, LGBTQ Movies"
s5420,Movie,You Get Me,Brent Bonacorso,"Bella Thorne, Halston Sage, Taylor John Smith, Nash Grier, Anna Akana, Kathryn Morris, Brigid Brannagh, Kimberly Williams-Paisley, Tyler Hanson",United States,23-06-2017,2017,6,2017,TV-MA,89,min,"Dramas, Thrillers"
s5421,Movie,Dangal,Nitesh Tiwari,"Aamir Khan, Sakshi Tanwar, Fatima Sana Shaikh, Sanya Malhotra, Aparshakti Khurana, Zaira Wasim, Suhani Bhatnagar, Ritwik Sahore",India,21-06-2017,2017,6,2016,TV-PG,161,min,"Dramas, International Movies, Sports Movies"
s5424,Movie,Puss in Book: Trapped in an Epic Tale,"Roy Burdine, Johnny Castuciano","Eric Bauza, Jayma Mays, Maria Bamford, Jeff Bennett, Grey Griffin, Carla Jimenez, Paul Rugg, Joshua Rush",United States,20-06-2017,2017,6,2017,TV-Y7,24,min,"Children & Family Movies, Comedies"
s5425,Movie,Rory Scovel Tries Stand-Up for the First Time,Scott Moran,Rory Scovel,United States,20-06-2017,2017,6,2017,TV-MA,66,min,Stand-Up Comedy
s5429,TV Show,World of Winx,Iginio Straffi,"Haven Paschall, Alysha Deslorieux, Jessica Paquet, Eileen Stevens, Kate Bristol, Saskia Maarleveld, Brittany Pressley, Billy Bob Thompson, Marc Thompson, Suzy Myers, Jason Griffith, Samara Naeymi, Wayne Grayson, Alyson Leigh Rosenfeld, Abe Goldfarb, Lisa Flanagan","Italy, United States",16-06-2017,2017,6,2017,TV-Y7,2,Seasons,Kids' TV
s5430,Movie,Kanavu Variyam,Arun Chidambaram,"Jiya Anil Manne, Arun Chidambaram, T.P. Gajendran, Gnanasambandam, M. Ilavarasu, Yog Japee, Mayilsamy, Black Pandi",India,15-06-2017,2017,6,2017,TV-PG,104,min,"Comedies, Dramas, International Movies"
s5431,Movie,Marco Luque: Tamo Junto,Caio Cobra,Marco Luque,Brazil,15-06-2017,2017,6,2017,TV-MA,73,min,Stand-Up Comedy
s5432,Movie,The Russian Revolution,Cal Seville,Jonathan Kydd,United Kingdom,15-06-2017,2017,6,2017,TV-PG,47,min,Documentaries
s5433,Movie,"Oh, Hello On Broadway",Michael John Warren,"Nick Kroll, John Mulaney",United States,13-06-2017,2017,6,2017,TV-MA,102,min,Stand-Up Comedy
s5436,TV Show,Man to Man,Chang-Min Lee,"Hae-Jin Park, Sung-woong Park, Min-jung Kim, Jung-an Chae, Jung-hoon Yeon, Hyun-sung Jang, Man-sik Jung, Shin-il Kang, Ho-jin Chun, In-ho Tae",South Korea,10-06-2017,2017,6,2017,TV-14,1,Season,"Crime TV Shows, International TV Shows, Korean TV Shows"
s5441,Movie,Shimmer Lake,Oren Uziel,"Benjamin Walker, Rainn Wilson, Rob Corddry, Adam Pally, Ron Livingston, John Michael Higgins, Wyatt Russell, Stephanie Sigman, Mark Rendall, Isabel Dove, Angela Vint","Canada, United States",09-06-2017,2017,6,2017,TV-MA,87,min,"Dramas, Independent Movies, Thrillers"
s5442,Movie,The Wishing Tree,Manika Sharma,"Shabana Azmi, Makrand Deshpande, Harshpreet Kaur, Aabhas Yadav, Shivani Joshi, Saurabh Shukla",India,05-06-2017,2017,6,2017,TV-14,117,min,"Children & Family Movies, Dramas, Music & Musicals"
s5443,Movie,Headshot,"Timo Tjahjanto, Kimo Stamboel","Iko Uwais, Chelsea Islan, Julie Estelle, Sunny Pang, Very Tri Yulisman, David Hendrawan, Zack Lee, Yayu Unru, Ganindra Bimo",Indonesia,03-06-2017,2017,6,2016,TV-MA,119,min,"Action & Adventure, International Movies"
s5444,Movie,1898: Our Last Men in the Philippines,Salvador Calvo,"Luis Tosar, Javier Gutiérrez, Álvaro Cervantes, Karra Elejalde, Carlos Hipólito, Ricardo Gómez, Patrick Criado, Eduard Fernández, Miguel Herrán, Emilio Palacios",Spain,02-06-2017,2017,6,2016,R,130,min,"Dramas, International Movies"
s5447,Movie,Lucid Dream,Jun-seong Kim,"Ko Soo, Kyung-gu Seol, Yu-chun Park, Hye-jung Kang, In-hwan Park, Ho-jin Chun",South Korea,02-06-2017,2017,6,2017,TV-MA,102,min,"International Movies, Sci-Fi & Fantasy, Thrillers"
s5448,Movie,Aashik Awara,Umesh Mehra,"Saif Ali Khan, Mamta Kulkarni, Mohnish Bahl, Sharmila Tagore, Saeed Jaffrey, Kader Khan",India,01-06-2017,2017,6,1993,TV-14,154,min,"Dramas, International Movies, Music & Musicals"
s5449,Movie,Amelia: A Tale of Two Sisters,Edward Cotterill,Rachael Stirling,United Kingdom,01-06-2017,2017,6,2017,TV-PG,44,min,Documentaries
s5450,Movie,Catfight,Onur Tukel,"Sandra Oh, Anne Heche, Alicia Silverstone, Amy Hill, Myra Lucretia Taylor, Ariel Kavoussi, Damian Young, Stephen Gevedon, Giullian Yao Gioiello, Tituss Burgess",United States,01-06-2017,2017,6,2016,TV-MA,96,min,"Comedies, Independent Movies"
s5451,Movie,How to Stage a Coup,Cal Seville,Cal Seville,United Kingdom,01-06-2017,2017,6,2017,TV-14,47,min,Documentaries
s5452,Movie,Jackie: A Tale of Two Sisters,Edward Cotterill,Rachael Stirling,United Kingdom,01-06-2017,2017,6,2017,TV-PG,44,min,Documentaries
s5453,Movie,Lens,Jayaprakash Radhakrishnan,"Jayaprakash Radhakrishnan, Anand Sami, Aswathy Lal, Misha Ghoshal",India,01-06-2017,2017,6,2015,TV-MA,109,min,"Dramas, Independent Movies, International Movies"
s5454,Movie,Little Boxes,Rob Meyer,"Melanie Lynskey, Nelsan Ellis, Armani Jackson, Oona Laurence, Janeane Garofalo, Christine Taylor, Nadia Dajani, Veanne Cox, Will Janowitz, Julie Hays",United States,01-06-2017,2017,6,2016,TV-MA,89,min,"Comedies, Dramas, Independent Movies"
s5455,Movie,Love.com,Anita Barbosa,"Isis Valverde, Gil Coelho, Joaquim Lopes, Carol Portes, Alexandra Richter, Marcos Mion, João Côrtes, César Cardadeiro",Brazil,01-06-2017,2017,6,2017,TV-MA,92,min,"Comedies, International Movies, Romantic Movies"
